,ticker,title,category,date,provider,content_neu,content_pos,content_neg,title_neu,title_pos,title_neg
31,TSLA,Harley Davidson  HOG  Q4 Earnings Top  Sales Lag Estimates,opinion,2020-01-27,Zacks Investment Research,-3.0928082,2.8780289,-0.7088502,-4.3776536,-2.4095454,9.986837
32,TSLA,Tesla Earnings  Revenue Beat Handily in Q4  Shares Pop,news,2020-01-30,Investing.com,-2.4776528,3.3004704,-3.163796,-7.0875998,11.800458,-6.95876
33,TSLA,Tesla stock rises after earnings and revenue top targets,news,2020-01-30,MarketWatch,-1.9078369,2.9874148,-1.827174,-4.9538236,8.067584,-6.093356
34,TSLA,PACCAR  PCAR  Q4 Earnings   Revenues Top Estimates  Down Y Y,opinion,2020-01-28,Zacks Investment Research,-2.262162,2.4499288,-2.2730675,-3.452129,-1.1336408,3.9368353
35,TSLA,Stocks Plunged And Are Left Teetering On The Edge,opinion,2020-01-28,Michael Kramer,-0.017988836,-2.255749,0.8495965,-0.97856224,-3.7531075,7.0686903
36,TSLA,Tesla stock rises after company posts quarterly GAAP profit,news,2020-01-30,MarketWatch,-1.9078369,2.9874148,-1.827174,0.03704594,0.30645138,-5.1212234
37,TSLA,After Hyperbolic Rally For Tesla Shares  Rubber Hits Road As Earnings Loom,opinion,2020-01-28,JJ Kinahan,1.9526026,-1.5208937,-1.9867933,-2.0430164,-2.566278,4.7546587
38,TSLA,Forget Ford  F   Invest In These Auto Companies Instead,opinion,2020-01-30,Zacks Investment Research,-6.0087824,3.35281,4.453513,7.52677,-7.602052,-2.82821
39,TSLA,Stocks   Europe Posts Gains  Earnings and Economic Data Impress,news,2020-01-30,Investing.com,-3.789907,5.385953,-3.3079464,-6.8130727,3.2878027,4.190889
40,TSLA,Tesla s massive stock rally faces a moment of truth as the company reports earnings,news,2020-01-30,CNBC,1.4785112,-3.908912,0.31150255,-0.10092395,-4.2531495,2.796309
41,TSLA,Tesla Earnings Preview  Results May Be Make Or Break Event for Stock s Rally,opinion,2020-01-24,Haris Anwar/Investing.com,-5.605347,5.414794,0.72857046,4.3804536,-3.914957,-4.378679
42,TSLA,Many global firms  excluded from epidemic insurance  face heavy coronavirus costs,news,2020-01-30,Reuters,2.6414933,-4.7958875,2.177501,0.011537434,-4.4778457,5.95872
43,TSLA,Oil Market Outlook  Virus  Tesla And Hedge Fund Positioning,opinion,2020-01-26,Matthew Weller,0.69570345,-2.7510972,0.6286357,0.91371155,-0.8449051,-2.6217544
44,TSLA,Bitcoin  Tesla Stocks Both Up 32  YTD  Can Crypto Pull Ahead ,news,2020-01-30,Bitcoinist,-3.1215627,2.9335728,-0.54907054,-0.66941226,1.6864249,-5.427331
45,TSLA,Will Stellar Model 3 Sales Drive Tesla s  TSLA  Q4 Earnings ,opinion,2020-01-26,Zacks Investment Research,-6.42116,10.283015,-5.3343616,-7.8359823,11.986146,-5.0378075
46,TSLA,Watch Now  Here s What s Moving Markets   Jan  29   Video ,news,2020-01-30,Investing.com,4.8858895,-4.9587936,-2.7705293,6.443497,-7.665527,-2.482179
47,TSLA,Factbox  Electric vehicle subsidies under pressure in some Tesla core markets,news,2020-01-30,Reuters,0.49485523,-0.09712789,-2.318281,-4.0703607,-2.4149957,9.414936
48,TSLA,Why Tesla  TSLA  Might Surprise This Earnings Season,opinion,2020-01-27,Zacks Investment Research,-4.4788275,8.48708,-6.481566,-0.91958714,-2.067192,0.83559436
49,TSLA,Top Analyst Upgrades and Downgrades  Acceleron  AMD  Apple  eBay  Facebook  Hasbro  3M  Peloton  Starbucks  Tesla  Xilinx and More,news,2020-01-30,247wallst,-2.8718152,6.854432,-6.389955,3.4813101,-0.42559507,-5.60897
50,TSLA,The Number One  There s only one stock millennials prefer over Amazon and Tesla,news,2020-01-28,MarketWatch,4.897155,-3.529042,-3.9844887,5.4876113,-6.3139706,-2.6487658
51,TSLA,Millennial investors like this 1 stock even more than Amazon and Tesla,news,2020-01-28,MarketWatch,5.09551,-3.4106193,-4.322802,0.79496497,-0.027607702,-4.1074967
52,TSLA,Tesla To  6 000 And SpaceX To The Moon ,opinion,2020-01-23,Zacks Investment Research,0.58673716,2.567039,-5.5395308,6.4188843,-6.797589,-3.3469944
53,TSLA,Lordstown Motors pursuing  200 million U S  retooling loan  will show EV truck at Detroit show  CEO,news,2020-01-28,Reuters,3.5487766,-3.1571472,-3.515868,6.095748,-5.603823,-5.354107
54,TSLA,Ford  F  To Incur  2 2B Pre Tax Loss In Q4 Over Pension Plans,opinion,2020-01-23,Zacks Investment Research,-2.0044804,1.7010256,-0.6467766,-3.6549487,-2.395198,8.326557
55,TSLA,Asian Contagion  Virus Fears Spread  Weighing on Stocks as Investors Track Earning,opinion,2020-01-23,JJ Kinahan,-3.1774783,2.2432227,0.65542305,-3.0933359,-4.2827716,10.280169
56,TSLA,Day Ahead  Top 3 Things to Watch for Jan  29,news,2020-01-28,Investing.com,2.0960321,-0.571967,-3.3944542,4.280183,-4.5145297,-2.9642098
57,TSLA,Did My Fortune Cookie Tell Me To Buy Toyota ,opinion,2020-01-24,Michele Schneider,2.4746666,-3.4313502,-0.9191783,4.88502,-5.1700644,-2.3371305
58,TSLA,Jim Cramer  Expect Tesla s stock to fall hard on an earnings miss,news,2020-01-28,CNBC,1.3764393,-2.8954666,-0.4271663,-3.3089411,-4.065711,10.946857
59,TSLA,Everything Jim Cramer said about the stock market on  Mad Money   including Apple s quarter  Tesla s high expectations  Masimo CEO,news,2020-01-30,CNBC,2.994966,-4.8264303,-0.18756983,0.12770395,0.38506073,-4.770627
60,TSLA,Tesla s  TSLA  Unintended Acceleration Problem,opinion,2020-01-24,Zacks Investment Research,-2.2393851,1.1319329,1.205995,-2.183543,-3.5654774,7.9609127
61,TSLA,Harley Davidson  HOG  Q4 Earnings Coming Up  What To Expect,opinion,2020-01-24,Zacks Investment Research,-4.708506,6.025443,-1.9195955,-3.043184,2.9136019,-5.089009
62,TSLA,Tesla s Musk seeks to allay water concerns at factory site after protests,news,2020-01-26,Reuters,3.9220173,-6.6742134,0.2290071,2.7992299,-4.2662096,-1.7241293
63,TSLA,Dinner download  Tape surfaces of Trump calling for envoy s firing,news,2020-01-26,Reuters,5.29431,-4.777731,-2.2615151,7.2683263,-4.707929,-4.9808946
64,TSLA,The Zacks Analyst Blog Highlights  Tesla  General Motors  Ford  Volkswagen And BMW AG ,opinion,2020-01-22,Zacks Investment Research,0.0067937374,3.7258537,-5.316636,6.6898146,-4.729034,-4.299003
65,TSLA,Will Fisker s New Electric SUV Challenge Tesla  Or Will It Face Another Bankruptcy ,news,2020-01-28,The Motley Fool,-1.8223801,0.61204433,1.3153931,-0.3539253,-4.092828,3.671671
66,TSLA,American World War II bombs found at Tesla s new German site have been defused,news,2020-01-28,CNBC,4.7904687,-5.7393217,-2.0111194,1.2544112,-5.5444665,3.4615366
67,TSLA,Look for an Update on the Model Y When Tesla Reports Earnings,news,2020-01-28,The Motley Fool,1.9785159,0.2517209,-5.297919,7.6359143,-7.5748334,-3.414018
68,TSLA,GM upgrades Super Cruise driver assist system to better match Tesla s Autopilot,news,2020-01-28,CNBC,3.7419422,-2.4538054,-4.310483,-0.22392468,4.732414,-5.656722
69,TSLA,Fiat Chrysler  FCAU    Foxconn Sign 50 50 Merger Agreement,opinion,2020-01-21,Zacks Investment Research,0.41126037,1.9340839,-4.4683886,4.748014,-4.1196856,-4.8284
70,TSLA,2020 To Be A Crucial Year For EVs  Models To Watch Out For,opinion,2020-01-21,Zacks Investment Research,-1.3989147,5.409739,-5.5088744,2.2583761,-4.699861,-0.28378707
71,TSLA,Tesla  China built Model 3 to be delayed due to coronavirus,news,2020-01-30,MarketWatch,3.7465522,-6.483504,0.040720392,-1.6637539,-4.0453997,8.025618
72,TSLA,Tesla sets fresh record high close of  580 99,news,2020-01-30,MarketWatch,4.3009114,-4.045043,-4.013306,-3.666041,6.60683,-6.1471667
73,TSLA,Earnings Watch  Coronavirus continues to infect earnings as Tesla  McDonald s and Boeing highlight busiest day,news,2020-01-28,MarketWatch,-0.011806583,0.4961614,-1.0552107,3.264129,-3.0640614,-4.401728
74,TSLA,Tesla s Terrific Tumble,opinion,2020-01-17,Tim Knight,3.9841835,-5.808167,-0.5884284,-3.079316,4.472338,-3.9718153
75,TSLA,Tesla Hits All Time High Before Being Downgraded  Where to Now ,opinion,2020-01-19,TipRanks,-2.4445558,3.6743388,-2.009166,-0.39350128,-2.5087876,1.5922774
76,TSLA,Meritor s TransPower Buyout To Fuel Commercial EV Growth,opinion,2020-01-19,Zacks Investment Research,-4.0544786,8.161376,-6.280142,-3.5223465,7.071444,-6.903048
77,TSLA,Elon Musk Reveals His True Opinion on Bitcoin and Crypto,news,2020-01-24,Cointelegraph,5.932374,-7.0402346,-1.9276644,7.93026,-5.4402003,-6.1880016
78,TSLA,Senator asks Tesla to rebrand its Autopilot feature because it can confuse drivers,news,2020-01-24,CNBC,3.855177,-4.574642,-2.4415736,6.1774874,-7.105489,-0.815102
79,TSLA,U S  senator slams Tesla s  misleading  name for Autopilot driver assistance system,news,2020-01-24,Reuters,2.7483041,-3.8474762,-0.45766726,5.2494884,-3.3600795,-4.132111
80,TSLA,Earnings Outlook  Tesla earnings  Will results help keep the rally alive ,news,2020-01-24,MarketWatch,-1.4906424,1.5960419,-0.28307706,-5.4294877,9.258014,-6.9406915
81,TSLA,Electric vehicle maker Rivian  expect prices lower than previously announced,news,2020-01-26,Reuters,2.6843362,-3.0361335,-1.930085,-3.325047,-2.5555468,6.6229696
82,TSLA,Amazon  Facebook  Starbucks  Tesla and More Major Earnings Coming This Week,news,2020-01-26,247wallst,5.6422606,-3.73776,-4.547084,6.735737,-4.501421,-6.3285384
83,TSLA,The Zacks Analyst Blog Highlights  Alibaba  Mastercard  NVIDIA  Lockheed Martin And Tesla,opinion,2020-01-14,Zacks Investment Research,-2.048878,4.8999104,-4.043338,6.4443665,-4.6757183,-4.6303463
84,TSLA,Forget Tesla  Brookfield Renewable Partners Is a Better Renewable Energy Stock,news,2020-01-26,The Motley Fool,-4.467704,6.068413,-2.3948576,-4.0234194,5.458032,-5.051642
85,TSLA,Stocks Drop On Useless Trade War Headlines,opinion,2020-01-15,Michael Kramer,-0.8326763,0.21208349,-1.0774863,-1.8804998,-3.541866,7.0021567
86,TSLA,Here s Why You Should Add Bruker  BRKR  To Your Portfolio Now,opinion,2020-01-15,Zacks Investment Research,-4.0962057,8.699067,-7.1018753,6.2619715,-7.0965447,-2.716908
87,TSLA,Tesla Eyes Short Term Peak,opinion,2020-01-16,Chris Kimble,0.78394866,-0.4643248,-3.0644183,5.059027,-5.265715,-3.2210975
88,TSLA,Elon Musk Thinks Bitcoin is Clever But Can t Be the Primary Financial Database,news,2020-01-23,Cryptovest,3.8293393,-6.3440027,0.49728164,5.3478866,-6.259372,-3.8046024
89,TSLA,Volkswagen ready to come after Tesla,news,2020-01-24,Seeking Alpha,2.792535,-2.326825,-4.1239963,5.991072,-4.4491816,-5.380051
90,TSLA,Taylor Swift  Olivia Colman lead diverse Sundance 2020 lineup,news,2020-01-24,Reuters,4.342543,-2.8000007,-4.0394583,6.2942796,-5.431516,-5.013637
91,TSLA,Asian Markets Follow Wall Street s Surge Higher Overnight,opinion,2020-01-14,Jeffrey Halley,-2.0309982,1.9976671,-1.3069874,-3.3455198,5.9712515,-6.6020036
92,TSLA,Here s A Sneak Peek Into Tesla s  TSLA  Offerings For 2020,opinion,2020-01-14,Zacks Investment Research,-2.1478086,4.2560067,-3.6078148,7.0193176,-7.729103,-2.1810243
93,TSLA,Mercedes EV output target slashed by battery shortage  Manager Magazin,news,2020-01-23,Reuters,-0.5017077,-4.700105,6.491942,5.3958297,-7.0006356,-1.0804375
94,TSLA,Tesla overtakes Volkswagen as world s second most valuable carmaker,news,2020-01-23,Reuters,-3.2314193,5.0327725,-4.4456363,-3.4078138,6.2165394,-5.34394
95,TSLA,Key Words  Tesla will mark the beginning of the end for this bull market  warns Ralph Nader,news,2020-01-23,MarketWatch,-0.46415812,-1.1078929,1.1547883,4.5401034,-5.7794404,-1.9672445
96,TSLA,AMD s ECMWF Supercomputer Contract Irks INTC   NVDA,opinion,2020-01-13,Zacks Investment Research,-4.921986,10.029512,-6.842083,4.0088162,-1.5926195,-5.641486
97,TSLA,Company News For Jan 14  2020,opinion,2020-01-13,Zacks Investment Research,0.9390963,-2.0821404,-0.8616006,7.968821,-4.6470017,-4.58195
98,TSLA,Tesla s German factory gets off to an explosive start,news,2020-01-23,Reuters,4.8961334,-4.988395,-3.4469426,-5.0139375,6.2720075,-5.022104
99,TSLA,Ride On Tesla s Hottest Run With These ETFs,opinion,2020-01-13,Zacks Investment Research,-1.4303298,5.942243,-6.98432,5.721461,-5.325223,-4.890202
100,TSLA,Is It Too Late To Buy Tesla ,opinion,2020-01-14,Jani Ziedins,-0.69161445,-1.3443028,1.0259334,3.811147,-6.439222,-0.15606475
101,TSLA,Michigan  Tesla settle suit over direct vehicle sales,news,2020-01-22,Reuters,4.323872,-4.8714995,-2.0307682,1.201972,-3.4198334,-0.7023142
102,TSLA,Jim Cramer calls Tesla a  tech company   says 2020 is its  breakout year ,news,2020-01-22,CNBC,4.2150564,-5.480585,-2.1595366,6.6608906,-7.156841,-3.614754
103,TSLA,Everything Jim Cramer said about the stock market on  Mad Money   including stocks worth buying  Tesla is  tech ,news,2020-01-22,CNBC,2.4484017,-3.9423766,-0.8961319,6.2194643,-7.799741,-2.2731535
104,TSLA,5 Solar Energy Stocks To Shine In 2020 ,opinion,2020-01-09,Zacks Investment Research,-4.127345,7.403241,-5.5721498,-4.6932178,6.831895,-3.8803322
105,TSLA,Comic  Tesla Stock Rally Triggers Huge Payday for Elon Musk,news,2020-01-23,Investing.com,-0.35705298,1.9415354,-4.6341777,-3.2204757,4.379504,-4.463769
106,TSLA,PCAR Vs  TSLA  Which Stock Is The Better Value Option ,opinion,2020-01-09,Zacks Investment Research,0.19517455,3.0468326,-5.903568,0.32292902,2.5198104,-7.9480433
107,TSLA,UBS lifts Tesla price target to  410 from  160    and keeps sell rating,news,2020-01-23,MarketWatch,0.48097053,-0.08235192,-1.8139727,-5.9683957,10.057373,-6.043201
108,TSLA,Harley Davidson   Tuscany Motor Team Up For GMC Sierra 1500,opinion,2020-01-10,Zacks Investment Research,0.63516515,2.3526554,-4.74052,4.4989142,-2.281016,-6.152657
109,TSLA,Tesla Target More Than Doubled at UBS  It s Still a Sell,news,2020-01-23,Bloomberg,-1.7088377,0.6093851,-0.47074595,0.9114006,-2.8626416,-2.272587
110,TSLA,General Motors   GM  Hummer Name To Run Again As EV Truck,opinion,2020-01-12,Zacks Investment Research,-0.6309713,1.3247157,-2.1752439,6.0148034,-4.4793935,-5.2222886
111,TSLA,PACCAR  PCAR  To Showcase 3 Next Gen Vehicles At CES 2020,opinion,2020-01-08,Zacks Investment Research,-1.3252928,5.601761,-6.497608,6.154878,-2.3259964,-6.907617
112,TSLA,Tesla s market cap climbs past  100 billion mark on intraday basis,news,2020-01-22,MarketWatch,-0.62046176,2.8726456,-6.4535546,1.9404782,-0.20186076,-7.121787
113,TSLA,S P 500 Hits New Highs  ETFs Soaring To Start 2020,opinion,2020-01-08,Zacks Investment Research,-0.60412776,2.081349,-4.677097,-0.7383095,1.4079744,-3.563446
114,TSLA,Tesla s furious rally pushes market value past  100 billion,news,2020-01-22,Reuters,-1.4217732,2.742709,-3.6504917,-0.8518777,-0.46485156,-0.8218233
115,TSLA,Stocks making the biggest moves midday  Tesla  Capital One  Northern Trust  IBM   more,news,2020-01-22,CNBC,-5.91023,7.083117,-2.3179924,3.448006,-2.871357,-4.5655665
116,TSLA,Indexes Hit New Highs  Department Store Worries   A New Top Stock   Free Lunch,opinion,2020-01-09,Zacks Investment Research,-0.9116518,2.5606198,-3.635797,-2.2571993,-3.9510617,9.866608
117,TSLA,A Big Rally And High Volatilities Make Tesla A Candidate For Cash Covered Puts,opinion,2020-01-09,Zacks Investment Research,1.8906143,-1.141481,-2.5906498,-0.75213635,0.7062191,-2.9044251
118,TSLA,Tesla short sellers could help Elon Musk score a payday worth hundreds of millions,news,2020-01-22,CNBC,3.1233737,-3.9430268,-2.8906124,0.17745526,0.84969777,-6.238514
119,TSLA,Tesla Vs Bitcoin  Which One You Should Hold by 2025 ,news,2020-01-22,Bitcoinist,-1.7107178,3.0573697,-3.8392303,5.5803456,-7.742333,-1.7932835
120,TSLA,Goodyear  GT  Launches AndGo   Goodyear Ventures At CES 2020,opinion,2020-01-07,Zacks Investment Research,-0.20972976,3.0116851,-5.8426433,8.488371,-8.635934,-3.6205735
121,TSLA,CyberWHAT   Tesla s Market Cap,opinion,2020-01-08,Tim Knight,4.37826,-4.375779,-4.0997233,6.40187,-6.5372477,-3.8597374
122,TSLA,Could Tesla Be a Millionaire Maker Stock ,news,2020-01-22,The Motley Fool,2.748942,-1.3877866,-3.1452093,4.536241,-5.277497,-3.584923
123,TSLA,Tesla reaches  100 billion market cap  setting Elon Musk up for a huge payday,news,2020-01-22,CNBC,2.7234313,-3.1283908,-3.3753903,1.9001348,0.34075406,-7.2880354
124,TSLA,Top Analyst Upgrades and Downgrades  Amazon  Boeing  Broadcom  Cisco  IBM  Netflix  Rio Tinto  Tesla  Verizon  Visa  Xerox and More,news,2020-01-22,247wallst,-2.735172,3.0080283,-1.2358261,2.9012818,-0.37888664,-4.254657
125,TSLA,Has Tesla Finally Turned The Corner After A Tumultuous 2019 ,opinion,2020-01-06,Haris Anwar/Investing.com,-4.940608,3.66818,3.0517554,-3.02374,0.9669631,0.3099571
126,TSLA,Tesla s stock rally boosts market cap above  100 billion,news,2020-01-22,MarketWatch,-0.14850469,2.8775945,-6.8654556,-6.2446504,11.109746,-7.25488
127,TSLA,Tesla Delivers the Goods  but Analysts Remain Divided About the Stock s Prospects,opinion,2020-01-06,TipRanks,-2.4774501,4.360587,-3.9782321,-2.4842184,5.785752,-6.0491767
128,TSLA,Ford s  F  Q4 Sales Volume Down 1 3  On Bleak Car Demand,opinion,2020-01-06,Zacks Investment Research,-5.1244574,6.409774,-2.8225675,-5.301126,-2.759674,12.17758
129,TSLA,Tesla stock rally  extremely unusual   analyst says,news,2020-01-21,MarketWatch,0.29083782,-0.7128869,-0.8245864,-2.9290273,2.1675897,-2.0458865
130,TSLA,Michigan  Tesla reach agreement for direct car delivery  source,news,2020-01-21,Reuters,4.1291246,-5.0441446,-2.6616914,5.2952332,-4.900984,-4.737745
131,TSLA,Tesla crosses  100 billion stock market valuation in extended trading,news,2020-01-21,Reuters,1.1227163,-0.28490925,-4.0947027,6.565549,-4.187497,-6.20879
132,TSLA,Microsoft Partners With Luxoft On Connected Vehicle Platform,opinion,2020-01-02,Zacks Investment Research,-4.6884193,8.776682,-6.4643173,5.07708,-3.292308,-4.8339176
133,TSLA,Tesla Reports Record Q4 Deliveries  ETFs To Ride The Surge,opinion,2020-01-06,Zacks Investment Research,0.7218665,3.134887,-6.963296,-7.0692067,11.597438,-6.2572966
134,TSLA,What to Watch When Tesla Reports Earnings,news,2020-01-21,The Motley Fool,-0.90080154,2.6432261,-3.4904256,3.7223694,-6.6968417,-0.2933997
135,TSLA,Tesla Analyst Sees  800 a Share  New Bullish High Water Mark,news,2020-01-21,Investing.com,0.57027036,0.049297474,-4.186471,0.09586696,3.5646389,-7.052211
136,TSLA,History shows Tesla may have a rough go of it from here after stock doubled in 6 months,news,2020-01-21,CNBC,2.6921294,-2.4408278,-3.5158875,6.2011447,-5.292652,-4.1729946
137,TSLA,Why Tesla Stock Jumped Tuesday,news,2020-01-21,The Motley Fool,-1.0542742,3.089103,-5.961813,-1.0530126,1.1039659,-3.7185924
138,TSLA,The Rubicon Project  Boeing  Tesla  Weichai Power And SPX Highlighted As Zacks Bull And Bear Of The Day,opinion,2019-12-30,Zacks Investment Research,-3.3015068,4.482508,-1.7550018,7.958837,-5.3134017,-5.338717
139,TSLA,Stocks About To Complete A Strong 2019,opinion,2019-12-30,Zacks Investment Research,-2.2805,3.6314368,-3.052726,-6.732385,10.72693,-6.0278873
140,TSLA,Tesla and Beyond Meat among consumer gainers  Youngevity International leads losers,news,2020-01-21,Seeking Alpha,4.511669,-4.0049925,-3.1105685,-4.708291,-2.7480042,10.616695
141,TSLA,Stocks Drop As 2019 Winds Down  Yields And Commodities Rise,opinion,2019-12-30,Michael Kramer,0.104149975,-2.3360586,0.44697493,-2.182092,-2.5419579,6.8052273
142,TSLA,Layoffs Grip Auto Sector Amid Challenging Operating Backdrop,opinion,2019-12-31,Zacks Investment Research,-2.8443584,-0.16750279,3.1738114,-5.097681,-0.5232532,7.483758
143,TSLA,Bull Of The Day  Keysight Technologies  KEYS ,opinion,2020-01-02,Zacks Investment Research,-0.18999943,3.386816,-5.248624,5.9965334,-5.8713875,-4.760893
144,TSLA,Tesla Sold Over 40 000 Cars In China Last Year,news,2020-01-19,247wallst,-2.1997247,-0.00563159,0.4434554,5.963009,-7.2951035,-2.0602527
145,TSLA,Tesla moves a step closer to opening first European factory with German property deal,news,2020-01-19,Reuters,5.1495066,-5.628802,-3.3786197,5.817444,-3.6311903,-7.6735983
146,TSLA,Tesla secures land for European factory,news,2020-01-19,Seeking Alpha,5.5564203,-6.1456366,-3.4273841,3.3752077,-1.6163245,-7.0780277
147,TSLA,Tesla blasts customer complaints of sudden unintended acceleration  which a federal agency is examining  as  completely false ,news,2020-01-20,CNBC,3.072528,-5.2387314,0.4393053,1.1698971,-2.8283577,-0.2046304
148,TSLA,Tesla rebuffs U S  safety recall petition  says no unintended acceleration in vehicles,news,2020-01-20,Reuters,3.13909,-5.5607657,0.8151436,1.2172701,-1.4219297,-1.4865532
149,TSLA,The Zacks Analyst Blog Highlights  Amazon  Tesla  Virgin Galactic  Boeing And Lockheed Martin,opinion,2019-12-29,Zacks Investment Research,1.6247118,-0.7002937,-2.9210045,6.5708337,-4.69601,-5.025844
