,Date,Open,High,Low,Close,Adj Close,Volume
31,2010-02-17,271.4827880859375,271.9632568359375,269.0654602050781,269.3642578125,269.3642578125,4057428
32,2010-02-18,269.0304260253906,272.76904296875,268.3297424316406,271.8731689453125,271.8731689453125,4673971
33,2010-02-19,270.5018310546875,272.278564453125,270.1114807128906,270.64349365234375,270.64349365234375,5105748
34,2010-02-22,273.8651123046875,274.0152587890625,270.7620849609375,271.6629638671875,271.6629638671875,4285329
35,2010-02-23,272.0633544921875,272.078369140625,266.4028625488281,267.7942199707031,267.7942199707031,5744014
36,2010-02-24,267.4538879394531,269.4808654785156,265.51202392578125,265.99249267578125,265.99249267578125,4649297
37,2010-02-25,263.75531005859375,264.5009765625,260.2519226074219,263.47003173828125,263.47003173828125,6612339
38,2010-02-26,263.96551513671875,266.13262939453125,261.9936218261719,263.65521240234375,263.65521240234375,4094776
39,2010-03-01,265.29180908203125,266.9033508300781,264.12567138671875,266.6030578613281,266.6030578613281,4472334
40,2010-03-02,267.7691955566406,273.0943603515625,267.7641906738281,270.7921142578125,270.7921142578125,8706485
41,2010-03-03,271.3876953125,274.3255615234375,269.8862609863281,272.9241943359375,272.9241943359375,6174265
42,2010-03-04,273.3646240234375,278.3344421386719,273.3646240234375,277.5636901855469,277.5636901855469,6361989
43,2010-03-05,280.77178955078125,284.1100158691406,280.22125244140625,282.37835693359375,282.37835693359375,7819151
44,2010-03-08,282.6636047363281,282.8638000488281,280.77679443359375,281.51251220703125,281.51251220703125,4768391
45,2010-03-09,280.19622802734375,282.6035461425781,278.51959228515625,280.36639404296875,280.36639404296875,6349024
46,2010-03-10,282.14813232421875,289.5302734375,281.37738037109375,288.5042724609375,288.5042724609375,11307178
47,2010-03-11,287.738525390625,293.3890075683594,287.378173828125,290.8515319824219,290.8515319824219,8462252
48,2010-03-12,294.1747741699219,294.4224853515625,289.860595703125,290.05078125,290.05078125,5507093
49,2010-03-15,283.4393615722656,285.0008850097656,278.2693786621094,281.86285400390625,281.86285400390625,9304124
50,2010-03-16,280.96697998046875,284.4853820800781,280.65167236328125,282.8738098144531,282.8738098144531,6859059
51,2010-03-17,284.2051086425781,286.0018005371094,282.3984069824219,283.0539855957031,283.0539855957031,6638561
52,2010-03-18,282.6235656738281,284.4953918457031,281.75274658203125,283.4743957519531,283.4743957519531,3550793
53,2010-03-19,283.6795959472656,284.2751770019531,278.90997314453125,280.27130126953125,280.27130126953125,9492602
54,2010-03-22,278.1542663574219,283.6996154785156,277.4085388183594,279.02008056640625,279.02008056640625,8003189
55,2010-03-23,278.49456787109375,279.4264831542969,271.2625732421875,274.7659606933594,274.7659606933594,10991915
56,2010-03-24,273.029296875,280.19598388671875,270.1114807128906,278.93499755859375,278.93499755859375,13125997
57,2010-03-25,279.97100830078125,286.2771301269531,279.60064697265625,281.71270751953125,281.71270751953125,7855716
58,2010-03-26,282.6335754394531,283.9698791503906,280.2813720703125,281.61761474609375,281.61761474609375,5387701
59,2010-03-29,281.68267822265625,282.6335754394531,280.55657958984375,281.49749755859375,281.49749755859375,6204348
60,2010-03-30,281.75775146484375,284.0899963378906,280.41143798828125,283.6295471191406,283.6295471191406,3971294
61,2010-03-31,282.7987365722656,285.1460266113281,281.67767333984375,283.8347473144531,283.8347473144531,6055870
62,2010-04-01,285.7165832519531,287.0028076171875,283.0489807128906,284.6755676269531,284.6755676269531,4201201
63,2010-04-05,285.9067687988281,287.718505859375,284.7756652832031,285.7816467285156,285.7816467285156,3800443
64,2010-04-06,284.3952941894531,285.7215881347656,282.9739074707031,284.3852844238281,284.3852844238281,4116039
65,2010-04-07,283.6195373535156,284.6505432128906,281.20220947265625,282.04302978515625,282.04302978515625,5157035
66,2010-04-08,281.93292236328125,285.2018127441406,280.29632568359375,284.0199279785156,284.0199279785156,3899691
67,2010-04-09,283.7096252441406,284.6605529785156,282.27325439453125,283.3843078613281,283.3843078613281,4109687
68,2010-04-12,283.9398498535156,287.278076171875,283.6495666503906,286.6424560546875,286.6424560546875,4513230
69,2010-04-13,285.8867492675781,294.72528076171875,285.8417053222656,293.6692810058594,293.6692810058594,7471594
70,2010-04-14,296.28680419921875,296.45697021484375,292.2879333496094,294.78533935546875,294.78533935546875,6801010
71,2010-04-15,296.34686279296875,299.2096252441406,294.4284973144531,297.93841552734375,297.93841552734375,13510325
72,2010-04-16,281.77276611328125,284.6805725097656,275.0812683105469,275.3390197753906,275.3390197753906,24455126
73,2010-04-19,274.8160095214844,277.2633972167969,272.7640380859375,275.3164978027344,275.3164978027344,7784001
74,2010-04-20,277.7138366699219,280.0993957519531,275.7969665527344,277.7889099121094,277.7889099121094,5952898
75,2010-04-21,278.63970947265625,280.39642333984375,276.3475036621094,277.4185485839844,277.4185485839844,4780863
76,2010-04-22,275.8420104980469,276.5176696777344,271.938232421875,273.7950439453125,273.7950439453125,6560944
77,2010-04-23,274.2655029296875,274.9261169433594,271.397705078125,272.759033203125,272.759033203125,4175717
78,2010-04-26,272.5137939453125,272.759033203125,264.86138916015625,266.07757568359375,266.07757568359375,8738760
79,2010-04-27,264.72625732421875,269.4258117675781,263.8729248046875,264.78631591796875,264.78631591796875,7682010
80,2010-04-28,266.25775146484375,267.6741027832031,260.7674255371094,264.85137939453125,264.85137939453125,6811793
81,2010-04-29,266.9233703613281,268.5099182128906,263.59014892578125,266.25775146484375,266.25775146484375,6111708
82,2010-04-30,265.89739990234375,269.1004943847656,262.97454833984375,263.1021728515625,263.1021728515625,4875689
83,2010-05-03,263.50506591796875,266.7181701660156,262.79437255859375,265.55706787109375,265.55706787109375,3717032
84,2010-05-04,263.51507568359375,263.62518310546875,252.34927368164062,253.43031311035156,253.43031311035156,12145291
85,2010-05-05,250.5175018310547,258.10986328125,250.47750854492188,255.12696838378906,255.12696838378906,9155369
86,2010-05-06,254.62147521972656,259.0107116699219,230.2228546142578,249.5765838623047,249.5765838623047,9990405
87,2010-05-07,250.2422332763672,252.90481567382812,240.898193359375,246.8089141845703,246.8089141845703,10177642
88,2010-05-10,257.3291015625,261.6632995605469,256.54833984375,261.0777282714844,261.0777282714844,8247864
89,2010-05-11,257.999755859375,260.1918640136719,254.35621643066406,254.77162170410156,254.77162170410156,6642198
90,2010-05-12,256.0478515625,256.26806640625,251.2432098388672,252.93984985351562,252.93984985351562,7696856
91,2010-05-13,258.25,261.2528991699219,255.4322509765625,255.6875,255.6875,6649848
92,2010-05-14,254.76161193847656,255.7425537109375,248.36541748046875,254.01087951660156,254.01087951660156,8239860
93,2010-05-17,253.63551330566406,254.4266815185547,249.4164276123047,254.23109436035156,254.23109436035156,5587653
94,2010-05-18,255.24708557128906,255.7325439453125,248.77581787109375,249.4264373779297,249.4264373779297,5655092
95,2010-05-19,248.37042236328125,249.9619598388672,244.10629272460938,247.45452880859375,247.45452880859375,6886065
96,2010-05-20,242.74497985839844,243.02525329589844,237.1302947998047,237.73512268066406,237.73512268066406,9826404
97,2010-05-21,234.7572479248047,242.73497009277344,232.42498779296875,236.25369262695312,236.25369262695312,19368307
98,2010-05-24,240.7330322265625,245.13229370117188,238.63099670410156,238.81117248535156,238.81117248535156,8692221
99,2010-05-25,234.0065155029297,238.95631408691406,232.22979736328125,238.76612854003906,238.76612854003906,6037965
100,2010-05-26,241.26853942871094,245.11727905273438,237.73011779785156,237.96534729003906,237.96534729003906,6961338
101,2010-05-27,242.66490173339844,246.3935089111328,240.758056640625,245.4676055908203,245.4676055908203,5614653
102,2010-05-28,246.6087188720703,246.9640655517578,241.73399353027344,243.05027770996094,243.05027770996094,5783905
103,2010-06-01,240.44775390625,245.7678985595703,240.2926025390625,241.41868591308594,241.41868591308594,5328830
104,2010-06-02,243.54574584960938,247.17420959472656,240.9632568359375,246.9240264892578,246.9240264892578,5076523
105,2010-06-03,247.79486083984375,254.24610900878906,247.58966064453125,253.04495239257812,253.04495239257812,7296723
106,2010-06-04,250.1921844482422,254.87171936035156,248.59063720703125,249.6016082763672,249.6016082763672,7840211
107,2010-06-07,249.7717742919922,250.6976318359375,241.80906677246094,242.99522399902344,242.99522399902344,7267030
108,2010-06-08,244.16134643554688,244.65682983398438,239.00135803222656,242.62486267089844,242.62486267089844,5364905
109,2010-06-09,243.85104370117188,244.67684936523438,236.22866821289062,237.23965454101562,237.23965454101562,5460171
110,2010-06-10,240.417724609375,244.48666381835938,238.15052795410156,243.74093627929688,243.74093627929688,5166853
111,2010-06-11,241.48374938964844,244.59176635742188,241.0433349609375,244.48666381835938,244.48666381835938,3565181
112,2010-06-14,247.1142120361328,247.48956298828125,241.82908630371094,241.82908630371094,241.82908630371094,4077932
113,2010-06-15,241.77403259277344,250.4424285888672,241.3236083984375,249.23626708984375,249.23626708984375,8514871
114,2010-06-16,248.29534912109375,252.24417114257812,248.29534912109375,250.8778533935547,250.8778533935547,4579496
115,2010-06-17,251.96389770507812,253.18008422851562,248.58563232421875,250.2822723388672,250.2822723388672,3951958
116,2010-06-18,251.49844360351562,251.97891235351562,249.30633544921875,250.2572479248047,250.2572479248047,5751904
117,2010-06-21,250.1521453857422,250.7261962890625,242.67991638183594,244.51669311523438,244.51669311523438,5972900
118,2010-06-22,245.18734741210938,248.54058837890625,243.10032653808594,243.36058044433594,243.36058044433594,4435562
119,2010-06-23,243.07029724121094,243.68087768554688,239.3116455078125,241.258544921875,241.258544921875,4055370
120,2010-06-24,239.5068359375,241.60887145996094,236.8597869873047,237.78016662597656,237.78016662597656,3783855
121,2010-06-25,238.76112365722656,239.0543975830078,235.50796508789062,236.56900024414062,236.56900024414062,4486231
122,2010-06-28,236.50393676757812,239.00636291503906,234.7322235107422,236.26870727539062,236.26870727539062,3521775
123,2010-06-29,231.94952392578125,232.50006103515625,225.77854919433594,227.35006713867188,227.35006713867188,6997435
124,2010-06-30,226.83457946777344,229.13681030273438,222.57545471191406,222.69056701660156,222.69056701660156,7200419
125,2010-07-01,222.82569885253906,224.417236328125,217.02508544921875,219.95791625976562,219.95791625976562,7020951
126,2010-07-02,221.02395629882812,221.3563690185547,218.2112274169922,218.4864959716797,218.4864959716797,3868763
127,2010-07-06,222.21510314941406,224.0518341064453,217.02508544921875,218.2462615966797,218.2462615966797,5117893
128,2010-07-07,219.38235473632812,225.86363220214844,217.9009246826172,225.31809997558594,225.31809997558594,6257808
129,2010-07-08,226.97972106933594,228.88656616210938,225.0478515625,228.50119018554688,228.50119018554688,5335809
130,2010-07-09,236.22866821289062,236.85928344726562,231.61419677734375,233.9714813232422,233.9714813232422,8657015
131,2010-07-12,236.41384887695312,239.9522705078125,235.76821899414062,238.14552307128906,238.14552307128906,6662366
132,2010-07-13,241.358642578125,246.7338409423828,240.3726806640625,244.83700561523438,244.83700561523438,7944863
133,2010-07-14,245.17733764648438,247.1542510986328,243.46566772460938,245.90603637695312,245.90603637695312,6231030
134,2010-07-15,246.1032257080078,247.58966064453125,241.57383728027344,247.2493438720703,247.2493438720703,9708157
135,2010-07-16,234.7572479248047,235.50796508789062,229.9826202392578,230.02516174316406,230.02516174316406,15634293
136,2010-07-19,230.7233428955078,235.0525360107422,228.98165893554688,233.3158416748047,233.3158416748047,9090122
137,2010-07-20,230.7383575439453,241.72898864746094,230.5231475830078,241.0283203125,241.0283203125,8105809
138,2010-07-21,242.23448181152344,243.08531188964844,237.94537353515625,238.98133850097656,238.98133850097656,6564367
139,2010-07-22,241.67393493652344,244.72689819335938,241.47373962402344,242.63987731933594,242.63987731933594,4292814
140,2010-07-23,240.617919921875,245.5326690673828,240.237548828125,245.26742553710938,245.26742553710938,4529970
141,2010-07-26,244.78195190429688,245.6122589111328,242.67491149902344,244.72189331054688,244.72189331054688,3989516
142,2010-07-27,245.32247924804688,248.99102783203125,245.32247924804688,246.5536651611328,246.5536651611328,4899220
143,2010-07-28,247.69976806640625,247.86492919921875,241.56883239746094,242.40965270996094,242.40965270996094,5000049
144,2010-07-29,243.21043395996094,244.67684936523438,239.897216796875,242.72996520996094,242.72996520996094,5345660
145,2010-07-30,239.9022216796875,243.91610717773438,239.8021240234375,242.65989685058594,242.65989685058594,4284832
146,2010-08-02,244.72689819335938,246.8789825439453,243.70590209960938,245.4425811767578,245.4425811767578,3731334
147,2010-08-03,245.24240112304688,246.4685821533203,243.61581420898438,245.15231323242188,245.15231323242188,3602879
148,2010-08-04,246.3284454345703,253.74562072753906,245.7628936767578,253.40528869628906,253.40528869628906,7620855
149,2010-08-05,253.19009399414062,254.54640197753906,252.02345275878906,254.29615783691406,254.29615783691406,4848222
150,2010-08-06,252.94485473632812,253.11502075195312,248.26531982421875,250.3523406982422,250.3523406982422,6636959
151,2010-08-09,251.36831665039062,252.99490356445312,250.92449951171875,252.91983032226562,252.91983032226562,3742791
152,2010-08-10,251.0980682373047,253.24514770507812,249.5265350341797,252.09902954101562,252.09902954101562,4147119
153,2010-08-11,249.10614013671875,249.24127197265625,245.9881134033203,246.1082305908203,246.1082305908203,4447696
154,2010-08-12,242.20445251464844,247.61468505859375,241.48875427246094,246.2433624267578,246.2433624267578,4405795
155,2010-08-13,244.70687866210938,245.8329620361328,243.24046325683594,243.41061401367188,243.41061401367188,3876338
156,2010-08-16,242.07432556152344,245.17233276367188,240.48373413085938,243.03025817871094,243.03025817871094,2610840
157,2010-08-17,244.42160034179688,247.58966064453125,243.25047302246094,245.4976348876953,245.4976348876953,3777631
158,2010-08-18,245.24240112304688,245.6728057861328,241.00830078125,241.30857849121094,241.30857849121094,5367547
159,2010-08-19,240.938232421875,241.48875427246094,233.8513641357422,234.2117156982422,234.2117156982422,7843426
160,2010-08-20,234.2117156982422,236.02346801757812,230.7333984375,231.2338409423828,231.2338409423828,7839042
161,2010-08-23,231.2188262939453,234.3518524169922,229.08676147460938,232.25982666015625,232.25982666015625,5972530
162,2010-08-24,229.07174682617188,229.4070587158203,225.67845153808594,225.91368103027344,225.91368103027344,5522277
163,2010-08-25,225.218017578125,229.12680053710938,225.218017578125,227.53024291992188,227.53024291992188,5179189
164,2010-08-26,228.47116088867188,228.85153198242188,225.43821716308594,225.70848083496094,225.70848083496094,3560084
165,2010-08-27,226.49925231933594,230.2178497314453,224.0418701171875,229.6372833251953,229.6372833251953,4621815
166,2010-08-30,229.7273712158203,230.1027374267578,226.4296875,226.56431579589844,226.56431579589844,2470044
167,2010-08-31,225.2730712890625,227.65536499023438,224.217041015625,225.22802734375,225.22802734375,3890226
168,2010-09-01,227.70541381835938,232.69525146484375,226.46922302246094,230.39051818847656,230.39051818847656,6469379
169,2010-09-02,231.64422607421875,232.44000244140625,230.3780059814453,231.81439208984375,231.81439208984375,3367505
170,2010-09-03,235.48794555664062,236.16860961914062,233.9464569091797,235.37783813476562,235.37783813476562,5086523
171,2010-09-07,232.47503662109375,234.0215301513672,231.73431396484375,232.42498779296875,232.42498779296875,3419356
172,2010-09-08,232.82037353515625,236.478759765625,232.48004150390625,235.51797485351562,235.51797485351562,4813392
173,2010-09-09,239.14649963378906,240.4327392578125,235.51797485351562,238.32069396972656,238.32069396972656,4865883
174,2010-09-10,239.7420654296875,240.12744140625,237.7702178955078,238.30067443847656,238.30067443847656,3944857
175,2010-09-13,240.6829833984375,242.40965270996094,239.997314453125,241.36863708496094,241.36863708496094,4486952
176,2010-09-14,241.1884765625,242.60984802246094,240.2725830078125,240.44775390625,240.44775390625,4433182
177,2010-09-15,240.2325439453125,241.178466796875,239.4818115234375,240.5528564453125,240.5528564453125,4802436
178,2010-09-16,240.20751953125,241.45872497558594,239.937255859375,240.7630615234375,240.7630615234375,3941319
179,2010-09-17,242.10935974121094,245.8379669189453,240.8231201171875,245.31246948242188,245.31246948242188,11287958
180,2010-09-20,246.4435577392578,255.4522705078125,246.2683868408203,254.38624572753906,254.38624572753906,8818287
181,2010-09-21,255.11195373535156,260.2419128417969,254.70155334472656,256.978759765625,256.978759765625,8925805
182,2010-09-22,256.698486328125,259.1408386230469,256.087890625,258.25,258.25,5070644
183,2010-09-23,257.5543212890625,260.09600830078125,255.897705078125,256.98876953125,256.98876953125,4630801
184,2010-09-24,260.9526062011719,264.17022705078125,259.3810729980469,263.90045166015625,263.90045166015625,6719982
185,2010-09-27,265.16668701171875,268.6846008300781,264.68011474609375,265.46197509765625,265.46197509765625,6209227
186,2010-09-28,266.9984436035156,267.0534973144531,259.4761657714844,263.84039306640625,263.84039306640625,7302588
187,2010-09-29,263.84039306640625,266.7274475097656,262.6097106933594,264.10064697265625,264.10064697265625,4343547
188,2010-09-30,264.83636474609375,266.1921691894531,259.7113952636719,263.14971923828125,263.14971923828125,6482970
189,2010-10-01,265.25677490234375,265.56707763671875,261.7533874511719,263.06463623046875,263.06463623046875,4447914
190,2010-10-04,262.72930908203125,264.38092041015625,259.6764221191406,261.4280700683594,261.4280700683594,3877231
191,2010-10-05,264.50604248046875,270.2616271972656,263.53009033203125,269.3757629394531,269.3757629394531,7007813
192,2010-10-06,269.8912658691406,270.2365417480469,265.22723388671875,267.4338684082031,267.4338684082031,5528023
193,2010-10-07,268.3647766113281,268.8602600097656,264.82635498046875,265.26177978515625,265.26177978515625,4793175
194,2010-10-08,266.6430969238281,269.0629577636719,264.06561279296875,268.4348449707031,268.4348449707031,5721402
195,2010-10-11,269.5008850097656,272.5638427734375,268.8452453613281,269.6810607910156,269.6810607910156,5257525
196,2010-10-12,270.3216857910156,273.25946044921875,269.1555480957031,270.957275390625,270.957275390625,7507082
197,2010-10-13,273.8851318359375,274.0117492675781,271.427734375,271.9132080078125,271.9132080078125,6115746
198,2010-10-14,272.3536376953125,272.88916015625,268.8152160644531,270.72705078125,270.72705078125,13255192
199,2010-10-15,299.9253234863281,301.1114807128906,296.08660888671875,301.0163879394531,301.0163879394531,29620743
200,2010-10-18,300.5659484863281,310.1452331542969,300.5659484863281,309.1542663574219,309.1542663574219,14204862
201,2010-10-19,304.719970703125,307.7078552246094,301.7220764160156,304.20947265625,304.20947265625,9173467
202,2010-10-20,304.1844482421875,308.9891052246094,304.0443115234375,304.2845458984375,304.2845458984375,7047123
203,2010-10-21,306.05126953125,308.2984313964844,303.2935791015625,306.29150390625,306.29150390625,5841593
204,2010-10-22,306.3065185546875,307.7078552246094,305.320556640625,306.5617370605469,306.5617370605469,4508827
205,2010-10-25,307.7979431152344,312.67266845703125,307.7829284667969,308.5486755371094,308.5486755371094,6311284
206,2010-10-26,306.8470153808594,310.91595458984375,305.81103515625,309.5997009277344,309.5997009277344,5022399
207,2010-10-27,308.1833190917969,310.3003845214844,306.4616394042969,308.5336608886719,308.5336608886719,4480486
208,2010-10-28,310.0501403808594,310.80084228515625,306.9471130371094,309.5896911621094,309.5896911621094,4370557
209,2010-10-29,308.8339538574219,309.7998962402344,306.7919616699219,307.1473083496094,307.1473083496094,4551461
210,2010-11-01,307.7979431152344,310.63067626953125,305.901123046875,307.7979431152344,307.7979431152344,6170854
211,2010-11-02,309.6347351074219,310.3003845214844,307.5877380371094,308.0982360839844,308.0982360839844,3995676
212,2010-11-03,309.0491638183594,311.21624755859375,307.04827880859375,310.39044189453125,310.39044189453125,6757818
213,2010-11-04,312.61260986328125,315.2651672363281,311.35137939453125,312.43743896484375,312.43743896484375,7127927
214,2010-11-05,311.89190673828125,313.04803466796875,310.85589599609375,312.84283447265625,312.84283447265625,3529671
215,2010-11-08,312.31231689453125,315.0499572753906,311.86688232421875,313.68865966796875,313.68865966796875,3628368
216,2010-11-09,315.3052062988281,315.7306213378906,310.5561218261719,312.71270751953125,312.71270751953125,4476248
217,2010-11-10,311.34136962890625,311.80181884765625,309.0541687011719,311.74176025390625,311.74176025390625,4994816
218,2010-11-11,309.8349304199219,310.2253112792969,307.4025573730469,308.8940124511719,308.8940124511719,4519658
219,2010-11-12,307.2924499511719,308.7488708496094,300.8959045410156,301.9372863769531,301.9372863769531,6783844
220,2010-11-15,301.5419006347656,302.2926330566406,297.31280517578125,298.02349853515625,298.02349853515625,6953502
221,2010-11-16,296.53704833984375,299.2346496582031,292.0076599121094,292.1427917480469,292.1427917480469,6610924
222,2010-11-17,292.7834167480469,295.03558349609375,290.9661560058594,292.0577087402344,292.0577087402344,4880095
223,2010-11-18,294.78533935546875,300.2806701660156,294.56512451171875,298.5690002441406,298.5690002441406,5176736
224,2010-11-19,298.5890197753906,299.2346496582031,295.45599365234375,295.70123291015625,295.70123291015625,4593505
225,2010-11-22,294.0196228027344,297.00750732421875,291.6573181152344,295.89642333984375,295.89642333984375,4368788
226,2010-11-23,293.7893981933594,294.79034423828125,289.380126953125,291.7874450683594,291.7874450683594,4329698
227,2010-11-24,294.40997314453125,298.5890197753906,293.8094177246094,297.77325439453125,297.77325439453125,4797077
228,2010-11-26,295.51605224609375,296.77728271484375,293.7843933105469,295.28582763671875,295.28582763671875,2619537
229,2010-11-29,294.87042236328125,295.18572998046875,290.2559814453125,291.3370056152344,291.3370056152344,5714369
230,2010-11-30,287.438232421875,287.438232421875,276.9230651855469,278.1242370605469,278.1242370605469,14220990
231,2010-12-01,281.68267822265625,286.0619201660156,281.47247314453125,282.4483947753906,282.4483947753906,7507943
232,2010-12-02,284.4353332519531,286.9427490234375,282.9489440917969,286.1870422363281,286.1870422363281,5096206
233,2010-12-03,284.6255187988281,288.519287109375,284.2751770019531,286.777587890625,286.777587890625,5261154
234,2010-12-06,291.0817565917969,291.2819519042969,288.5843505859375,289.460205078125,289.460205078125,4186993
235,2010-12-07,295.92144775390625,296.78729248046875,293.2839050292969,293.8544616699219,293.8544616699219,6089857
236,2010-12-08,296.54705810546875,296.54705810546875,292.1277770996094,295.55609130859375,295.55609130859375,3510850
237,2010-12-09,297.22772216796875,298.07855224609375,294.78533935546875,296.03656005859375,296.03656005859375,3734325
238,2010-12-10,296.85736083984375,297.28277587890625,295.43096923828125,296.39190673828125,296.39190673828125,3406940
239,2010-12-13,298.8492736816406,301.7921447753906,297.33282470703125,297.59808349609375,297.59808349609375,4802230
240,2010-12-14,298.8342590332031,299.4348449707031,296.52703857421875,297.74322509765625,297.74322509765625,3283324
241,2010-12-15,297.38787841796875,298.5139465332031,294.8604736328125,295.43597412109375,295.43597412109375,4332064
242,2010-12-16,296.71221923828125,297.17266845703125,294.3199157714844,296.14166259765625,296.14166259765625,3190548
243,2010-12-17,295.78631591796875,296.56707763671875,294.1197204589844,295.68621826171875,295.68621826171875,6172675
244,2010-12-20,297.74322509765625,299.2296142578125,294.6134338378906,297.81829833984375,297.81829833984375,3943714
245,2010-12-21,299.5749816894531,302.6529235839844,299.0970153808594,301.8271789550781,301.8271789550781,3759733
246,2010-12-22,302.2926330566406,303.7940673828125,301.9322814941406,303.038330078125,303.038330078125,2413519
247,2010-12-23,302.9632568359375,303.2935791015625,301.3066711425781,302.40771484375,302.40771484375,2220232
248,2010-12-27,300.8262023925781,302.1825256347656,300.0404357910156,301.4818420410156,301.4818420410156,2413917
249,2010-12-28,301.3166809082031,302.2275695800781,299.2947082519531,299.7501525878906,299.7501525878906,2127430
250,2010-12-29,301.2916564941406,301.4968566894531,299.7501525878906,300.7911682128906,300.7911682128906,2037671
251,2010-12-30,299.2897033691406,300.95831298828125,298.9844665527344,299.7201232910156,299.7201232910156,1977042
252,2010-12-31,298.6590881347656,299.4999084472656,296.30181884765625,297.27276611328125,297.27276611328125,3079933
253,2011-01-03,298.8843078613281,303.08837890625,298.5289611816406,302.4677734375,302.4677734375,4727990
254,2011-01-04,303.1033935546875,303.3836669921875,300.3507385253906,301.3517150878906,301.3517150878906,3647463
255,2011-01-05,300.3257141113281,305.460693359375,300.3157043457031,304.830078125,304.830078125,5059547
256,2011-01-06,305.6358642578125,309.5146179199219,305.320556640625,307.0472106933594,307.0472106933594,4112367
257,2011-01-07,308.2533874511719,309.4245300292969,305.360595703125,308.5186462402344,308.5186462402344,4198471
258,2011-01-10,307.6978454589844,307.9931335449219,304.5748291015625,307.4025573730469,307.4025573730469,3159077
259,2011-01-11,309.0641784667969,309.6997985839844,307.5476989746094,308.3034362792969,308.3034362792969,2879192
260,2011-01-12,309.8849792480469,309.9750671386719,307.6828308105469,308.7338562011719,308.7338562011719,3262235
261,2011-01-13,308.7839050292969,310.1352233886719,307.3775329589844,308.6437683105469,308.6437683105469,2665311
262,2011-01-14,308.9991149902344,312.43743896484375,308.8389587402344,312.39239501953125,312.39239501953125,4736067
263,2011-01-18,313.50347900390625,321.3060302734375,312.93792724609375,320.1248779296875,320.1248779296875,7233117
264,2011-01-19,321.5662841796875,321.79150390625,315.1350402832031,316.1810607910156,316.1810607910156,6818539
